Name,Overview,Duration,Min_req,Branch/Intake,Career Prospects,Fees,,
Bachelor of Social Science (Honours) in Psychology,"This undergraduate Psychology degree programme aims to provide students with comprehensive knowledge within basic and applied psychology. The programme will develop critical thinking, analytical and practical skills in students to approach problems that are related to human behaviour and mental processes. The programme also aims to develop effective communication and interpersonal skills to allow students to pursue lifelong learning. During the course of study, students should be able to apply appropriate technology to support their study and research. Upon graduation, students should be familiar with the contemporary issues that are related to psychology field and are equipped with the capability to lead, act responsibly and ethically within varied social and professional environment. Besides, students are well-prepared to further specialisation at the postgraduate level.

A variety of scholoarships are available for Malaysian students who want to pursue Psychology degree programme at TAR UMT.",Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track B)/relevant diploma
AND
SPM Credit/O Level Grade C/UEC Grade B in one mathematics subject
AND
SPM Credit/O Level Grade C/UEC Grade B in one science subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:July, November & February
Campus:KL – Kuala Lumpur Main Campus","Research Institutions
Training & Development (eg. Life Coach, Motivational Coach, Corporate Training)
Management (eg. Human Resources, General Administration, Personal Assistant)
Education (eg. Research Assistant, Tutor, Student Services Officer)
Sales, Marketing & Services (eg. Customer Relationship Officer, Event & Life Planner)
Headhunter / Talent Acquisition
Psychology Related Work in NGOs, Hospitals / Schools","Estimated Total Fees: RM33,800 (Malaysian Student), RM59,200 (International Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Public Relations (Honours) - Kuala Lumpur Main Campus,"This programme develops students' practical expertise in formulating media strategies, managing and running PR campaigns, producing PR write-­ups and promotional material. To produce PR professionals, media liaisons and strategic managers, it entails courses in corporate communication, integrated marketing communication, crisis management, employee and community relations, public opinion, advertising, social media, ethics, in both the Malaysian and global contexts. Students' experiential skills are enhanced via case studies, campaigns and internship.",Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/ Diploma accredited by MQA
TARUC: Foundation in Arts(Track C)/relevant diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:
YEAR 1 : JUNE (KL&PG)
YEAR 2 : JUNE (KL&PG)

*Only offered in Kuala Lumpur main Campus (KL) & Penang Branch (PG)

Campus:Kuala Lumpur Main Campus "," Career Prospects:
PR Department and Consultancy
Ads and Marketing Firm
Media Companies
Event Management
Corporate Communication
Hospitality and Service Industries
Banks
A Myriad of Service Providers","Estimated Total Fees: RM 33,200 (Malaysian Students), RM58,500 (International Students)

The estimated total fees may vary by 10%.",,
Bachelor of Quantity Surveying (Honours),"The programme equips students with essential knowledge and skills in Quantity Surveying practices such as preparing project feasibility study; handling financial issues of the project; preparing tender and contract documents including measurement of construction works and pricing; evaluation and selection of appropriate procurement system, contractual arrangement and tendering method which satisfies the client's needs in terms of time, cost, quality and legal aspects; and advising the contractual issues based on general contract principles of Building Contract as well as general legal principles of Contract Law, Sale of Goods Act and Law of Tort.",Duration:4 years,"STPM:  Grade C in 3 relevant subject listed in Schedule A
A Level: Grade D in 3 relevant subject listed in Schedule A which must include mathematics/mathematics-further
UEC: Grade B in 5 relevant subjects which must include 1 mathematics subject and 4 other subject listed in Schedule A
other IHL: relevant foundation (with minimum CGPA 2.5000)/ Diploma accredited by MQA
TARUC: Foundation in Arts (Track A)(with minimum CGPA 2.5000)/relevant diploma 
AND
SPM Credit/O Level Grade C/UEC Grade B in Bahasa Melayu OR English Language where minimum SPM Pass/O Level Grade E(Pass)/UEC Grade C in the other subject is required

Schedule A
-----------
STPM Qualification: Geografi, Ekonomi, Perakaunan, Mathematics (M), Mathematics (T), Further Mathematics, Physics, Chemistry, Biology, Information and Communication Technology (ICT), Pengajian Perniagaan, Pengajian Am, Bahasa Melayu, Sejarah and any other relevant technical subjects.
A Level Qualification: Applied Information and Communication Technology, Computer Science, Law, Psychology, Sociolody, Geography, Economics, Accounting, Pure mathematics, Mathematics, Mathematics-Further, Physics, Chemistry, Biology, Computing, Business Studies and other relevant technical subjects.
UEC Qualification: Malay Language, English Language, Chinese Language History, Geography, Economics, Accounting, Mathematics, Advanced Mathematics, Advanced Mathematics (I), Advanced Mathematics (II), Physics, Chemistry, Biology, Computing and Information Technolody, Business Studies, Book Keeping and Accounts and any other relevant technical subjects.
","Intake:Jan & July
Campus:KL Main Campus","Upon completion of the programme, graduates can be employed as executive and/or administrative levels personnel in quantity surveying practices which include, but not limited to, take-off quantities, estimating, tendering, purchasing, cost control, and contract administration as well as project implementation in the construction industry.","Estimated Total Fees: (RM) 39,500 – Malaysian Students

                                (RM) 68,900 – International Students

The estimated total fees may vary by 10%. ",,
Bachelor of Real Estate Management(Honours),"This programme has been designed with the aim to equip students with essential fundamental skills for careers in property valuation, estate agency, property management, property development, market research and property investment and finance under the built environment sector Malaysia. The programme focuses in core competencies required on property valuation in wide ranges of property and purposes inclusive of traditional, statutory, investment, plant and machinery, special properties and development appraisal. Students will also be trained in property development, land purchase, property management, support service, managing and maintaining residential, commercial and industrial property and be exposed to financial, legal in investment practices such as investment analysis, viability study, market study and portfolio management of real estate projects.",Duration:3 ½ years,"STPM:  Grade C in 3 relevant subject listed in Schedule A
A Level: Grade D in 3 relevant subject listed in Schedule A 
UEC: Grade B in 5 relevant subjects listed in Schedule A
other IHL: relevant foundation / Diploma accredited by MQA
TARUC: Foundation in Arts (Track A)/relevant diploma 
AND
SPM Pass/O Level Grade E (Pass)/UEC Grade C in English Language

Schedule A
-----------
STPM Qualification: Geografi, Ekonomi, Perakaunan, Mathematics (M), Mathematics (T), Further Mathematics, Physics, Chemistry, Biology, Information and Communication Technology (ICT), Pengajian Perniagaan, Pengajian Am, Bahasa Melayu, Sejarah and any other relevant technical subjects.
A Level Qualification: Applied Information and Communication Technology, Computer Science, Law, Psychology, Sociolody, Geography, Economics, Accounting, Pure mathematics, Mathematics, Mathematics-Further, Physics, Chemistry, Biology, Computing, Business Studies and other relevant technical subjects.
UEC Qualification: Malay Language, English Language, Chinese Language History, Geography, Economics, Accounting, Mathematics, Advanced Mathematics, Advanced Mathematics (I), Advanced Mathematics (II), Physics, Chemistry, Biology, Computing and Information Technolody, Business Studies, Book Keeping and Accounts and any other relevant technical subjects.
","Intake:January, July & November
Campus:KL Main Campus","Graduates can be employed as:

Valuer
Estate Agent
Property Manager
Property Market Researcher
Property Development 
Property Investment
Leasing/Tenancy Officer or Executive","Estimated Total Fees: (RM) 39,700 – Malaysian Students

                                           (RM) 69,300 – International Students

The estimated total fees may vary by 10%. ",,
Bachelor of Retail Management (Honours),"This programme aims to produce competitive graduates with intellectual, creative & cognitive skills and with strong entrepreneurial spirit necessary for the growing retail industry.", Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects 
other IHL: relevant foundation / Diploma accredited by MQA
TARUC: Foundation in Business /relevant diploma 
AND
SPM Pass/O Level Grade E (Pass) in Mathematics/UEC Grade C in one mathematics subject
AND
SPM Pass/O Level Grade E (Pass)/UEC Grade C in English Language
", Campus:KL Main Campus (R/341/6/0026)(09/23)(MQA/FA 3917),"Graduates of Bachelor of Retail Management (Honours) can seek gainful employment in the following areas:

Retail Operations
Store Management
Merchandising
Purchasing
Credit Control
Customer Service
Sales and Marketing & etc","Estimated Total Fees: RM34,000 (Malaysian Student), RM59,800 (International Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Science (Hons) in Sports and Exercise Science,"The skills gained from a degree in sports and exercise science could certainly fire the starting gun for an interesting and rewarding career. Students equipped with a good knowledge of the sports and exercise science enable them to look at the science behind health and fitness, as well as an insight into related areas such as nutrition, psychology and management. Demand is growing for sports scientists and performance consultants, as society in general develops a greater awareness of health and fitness issues around work.
This programme provides the students an opportunity to work with industry through their internship and to carry out a real-life research project on sports and exercise science. All such training will add value to their qualifcation and later to their employment opportunities.", Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects 
other IHL: relevant foundation / Diploma accredited by MQA
TARUC: Foundation in Science(Track A/B) /Diploma in Sport and exercise Science
AND
SPM Pass/O Level Grade E (Pass) in Mathematics/UEC Grade C in one mathematics subject
AND
SPM Pass/O Level Grade E (Pass)/UEC Grade C in English Language
","Intake:February, June & November
Campus:KL Main Campus","Career Prospects:
Sport Scientists
Sport Therapists
Strength and Conditioning Coaches
Sports Coaches
Sport Physiologists
Sport Biomechanists
Sport and Exercise Psychologists
Health Promotion Specialists
Sports Development Officers
Sport Administrators
Health & Lifestyle Consultants
Physical Education Teachers
Event Management Executives
Fitness Trainers
Sport Entrepreneurs
Personal Trainers","Estimated Total Fees: RM34,300 (Malaysian Student), RM59,900 (International Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Science (Hons) in Sports Coaching and Performance Analysis,"The Sports Coaching and Performance Analysis programme provides the basis for understanding academic content related to sports coaching and performance analysis settings. This programme is designed to equip students with a comprehensive understanding of the theoretical and practical knowledge to adopt a scientific approach toward enhancing sports skills relevant to sports coaching as well as to improve sporting performance, sports skills, sport tactical and technical effectiveness using performance analysis. Students are exposed to courses such as sports coaching, biomechanics, sports nutrition, sports performance analysis, strength and conditioning, application of performance analysis, sports pedagogy and training plans. In order to experience a high-quality learning experience, the programme is equipped with facilities such as the Biomechanical Analysis Lab, Exercise Physiology Lab, Athletic Training Lab, and Sports Nutrition Lab. In addition, graduates will have hands-on experience using state-of-the-art equipment and software such as a 3D motion analysis system, indoor athletic track with embedded force platform, sports performance analysis software, world-class timing and training system, flywheel training instrument, cognitive-motor and functional training instrument and many more.

Graduates will be able to demonstrate competencies in applying the theoretical, practical and instructional skills gained in performing effective planning, evaluating and managing sports coaching and performance analysis activities. Graduates will also comprehend the ability to utilize objective information to make more evidence-based decisions, which is essential for sports performance. Also, graduates will acquire information to explore emerging trends, research, and the impact of technology on sports coaching and performance analysis industries. Hence, preparing them to gain employment in the sports, coaching and fitness industry.", Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects 
other IHL: relevant foundation / Diploma accredited by MQA
TARUC: Foundation in Science(Track A/B) /Diploma in Sport and exercise Science
AND
SPM Pass/O Level Grade E (Pass) in Mathematics/UEC Grade C in one mathematics subject
AND
SPM Pass/O Level Grade E (Pass)/UEC Grade C in English Language
","Intake:February & June
Campus:KL Main Campus "," Career Prospects:
Sport Performance Analyst
Sports Coaches
Sport Coaching Scientists
Strength and Conditioning Coaches
Sport Biomechanist
Fitness Trainers
Personal Trainer
Health and Wellness Specialists
Sports Coaching Development Officers
Physical Educators
Sport Administrators
Sport Entrepreneurs
Research and Development officers
Talent Identification Officers","Estimated Total Fees: RM34,300 (Malaysian Student), RM59,900 (International Student)

The estimated total fees may vary by 10%. ",,
Bachelor of Software Engineering (Honours),"Graduates of this programme will be able to develop, manage and maintain high-quality software in a systematic, controlled and efficient manner. In addition to fundamentals of computing, core courses such as Data Structures and Algorithms, Research Method, Artificial Intelligence, Human Computer Interaction, and Distributed Systems and Parallel Computing will be offered to students.

Students will develop their specialisation by going through the following courses; Systems Analysis and Design, Software Engineering, Software Requirements Engineering, Software Design and Architecture, Formal Methods for Software Engineering, Software Quality Assurance and Testing, Software Evolution and Maintenance, and Software Project Management.

Elective courses like Introduction to Computer Security, Advanced Database Management, Mobile Application Development, Web Application Development, Blockchain Application Development, Agile Software Development, Data Science, and Cloud Computing also will be offered to students undergoing this programme.

Students will have an opportunity to work with the industry through their 6 months industrial training and carry out real-life projects on software engineering. All such training will add value to their qualification and increase their employment opportunities.",Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/relevant Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUC: Foundation in Computing(Track A)/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit in Additional mathematics/O Level Grade C in mathematics-Additional/UEC Grade B in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language"," Campuses:KL - Kuala Lumpur Main Campus  
PG - Penang Branch Campus  
Intake:
Year 1 Intake: January (KL); June (KL, PG); November (KL)
Year 2 Intake: June (KL, PG)"," Career Prospects:
Software Engineers
Software Testers
Software Quality Assurance Engineers
Software Developers
Software Architects
Systems Analysts
Web Developers
Mobile Application Developers
IT Consultants
IT and Project Managers
Programmers","Estimated Total Fees : RM 34,600 (Malaysian Student), RM60,400 (International Student)

The estimated total fees may vary by 10%",,
Bachelor of Information Technology (Honours) in Software Systems Development,"This programme produces and equips graduates with in-depth knowledge and skills that are essential to work as professionals in the software systems development and computer networking sectors. In addition to fundamentals of computing, topics of specialisation covered are Introduction to Computer Security, Web Application Development, Software Engineering, Integrative Programming, Software Project Management, Object-Oriented Programming, Human Computer Interaction, Computer Networks and Advanced Computer Networks. Students graduating from this programme will be capable of developing software systems in various platforms to fulfill the needs and requirements from organisations using appropriate software engineering methodologies and software project management techniques. In addition, students will also be able to design, configure, set up and maintain computer networks in organisations.

Electives courses like Internet of Things, Agile Software Development, Visual Programming, Digital Multimedia, Blockchain Application Development, Cloud Computing, Systems Administration, Mobile Application Development, Advanced Database Management and Software Quality Assurance and Testing will be offered to students undergoing this programme.

Students will have an opportunity to work with the industry through their 6 months of industrial training and carry out real-life projects in software systems development, network communications or database management. All such training will add value to their qualification and increase their employment opportunities.",Duration:3 years,"STPM:  Grade C in 2 relevant subject
A Level: Grade D in 2 relevant subject
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/relevant Diploma (with minimum CGPA 2.5000) accredited by MQA
TARUC: Foundation in Computing(Track B)/relevant diploma (with minimum CGPA 2.5000)
AND
SPM Credit/O Level Grade C in mathematics/UEC Grade B in one mathematics subject
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language"," Campuses:
KL - Kuala Lumpur Main Campus 
PG - Penang Branch Campus 
PK - Perak Branch Campus 
JH - Johor Branch Campus 
PH - Pahang Branch 
Intake:
Year 1 Intake: January (KL); June (KL, PG, PK, JH, PH, SB); November (KL, PK, PH)
Year 2 Intake: June (KL, PG, PK, JH, PH, SB); November (KL)"," Career Prospects:
Programmers
Web Developers
Multimedia Developers
Mobile Application Developers
Systems Analysts
Software Engineers
Database Administrators
Network Engineers
IT Consultants
IT Managers
IoT Developers","Estimated Total Fees : RM 34,600 (Malaysian Student), RM60,400 (International Student)

The estimated total fees may vary by 10%",,
Bachelor of Tourism Management (Honours),"The tourism industry in Malaysia is one of the fastest growing industries being the second main national economy contributor. As the sector grows, there will be a greater emphasis and commitment to expand and improve tourism products and services. This programme will involve students in the context of travel-related business, such as marketing, foreign languages as well as tourism product & destination development. 

This programme is one of the hospitality and tourism courses/programmes in Malaysia which has obtained full accreditation by Malaysian Qualifications Agency.",Duration:3 years,"STPM:  Grade C in 2 relevant subjects
A Level: Grade D in 2 relevant subjects
UEC: Grade B in 5 relevant subjects
other IHL: relevant foundation/Diploma accredited by MQA
TARUC: Foundation in Arts(Track B)/Relevant Diploma 
AND
SPM Pass/O Level Grade E(Pass)/UEC Grade C in English Language","Intake:July, November & February

Campus:KL – Kuala Lumpur Main Campus","Travel Agencies
Tourist Attractions
Resorts
Hotels
Research and Development
Tourism Marketing
Ecotourism
Other Related Tourism Organisations","Estimated Total Fees: RM33,200 (Malaysian Student), RM58,500 (International Student)

The estimated total fees may vary by 10%. ",,
